TargetName	HUGOSymbol	TargetGroup	AnalyteType	Codeclass	Pooling	CorrelationToNegatives	GlobalOutliers
HDAC4	HDAC4	All Probes;Signaling by NOTCH;Post-translational protein modification;Diseases of signal transduction;Transcriptional regulation by RUNX2	RNA	Endogenous	01	0.903897181228404	0
HDAC5	HDAC5	All Probes;Intracellular signaling by second messengers;Signaling by NOTCH;Diseases of signal transduction	RNA	Endogenous	01	0.741100400157171	0
HDAC6	HDAC6	All Probes;Organelle biogenesis and maintenance;Cellular responses to external stimuli;Signaling by NOTCH;Diseases of signal transduction;Transcriptional regulation by RUNX2;Autophagy	RNA	Endogenous	01	0.649878847726423	0
HELLS	HELLS	All Probes	RNA	Endogenous	01	0.866921154447996	0
HERC6	HERC6	All Probes;Class I MHC mediated antigen processing & presentation	RNA	Endogenous	01	0.63370318298366	0
HES1	HES1	All Probes;Signaling by NOTCH;Diseases of signal transduction;Regulation of beta-cell development;Transcriptional regulation by RUNX2	RNA	Endogenous	01	0.557460075492222	0
HES5	HES5	All Probes;Signaling by NOTCH;Diseases of signal transduction	RNA	Endogenous	01	0.891781695031393	0
HHEX	HHEX	All Probes	RNA	Endogenous	01	0.896688634379371	0
HIF1A	HIF1A	All Probes;Cellular responses to external stimuli;Signaling by NOTCH;Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling;Circadian Clock;Signaling by PTK6	RNA	Endogenous	01	0.737140214448498	0
HK1	HK1	All Probes;Metabolism of carbohydrates	RNA	Endogenous	01	0.825840453485446	0
HK2	HK2	All Probes;Metabolism of carbohydrates	RNA	Endogenous	01	0.677184019427588	0
HLA-DMA	HLA-DMA	All Probes	RNA	Endogenous	01	0.677718264578444	0
HLA-DMB	HLA-DMB	All Probes;MHC class II antigen presentation	RNA	Endogenous	01	0.804994029919768	0
HLA-DOA	HLA-DOA	All Probes	RNA	Endogenous	01	0.746809896785759	0
HLA-DPA1	HLA-DPA1	All Probes;TCR signaling;MHC class II antigen presentation;Costimulation by the CD28 family;Interferon Signaling	RNA	Endogenous	01	0.713882139345721	0.333333333333333
HLA-DQA1/2	HLA-DQA1/2	All Probes	RNA	Endogenous	01	0.776092280339181	0.1
HLA-DQB1	HLA-DQB1	All Probes;TCR signaling;MHC class II antigen presentation;Costimulation by the CD28 family;Interferon Signaling	RNA	Endogenous	01	0.806442584705612	0
HLA-DRA	HLA-DRA	All Probes;TCR signaling;MHC class II antigen presentation;Costimulation by the CD28 family;Interferon Signaling	RNA	Endogenous	01	0.759717937645864	0
HLA-DRB	HLA-DRB	All Probes	RNA	Endogenous	01	0.686705542199885	0
HLA-E	HLA-E	All Probes;Interferon Signaling;DAP12 interactions;Class I MHC mediated antigen processing & presentation;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.812381395668772	0
HLA-F	HLA-F	All Probes;Interferon Signaling;Class I MHC mediated antigen processing & presentation;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.776846566631663	0
HMGA1	HMGA1	All Probes;Cellular responses to external stimuli	RNA	Endogenous	01	0.624571173282411	0
HMGA2	HMGA2	All Probes;Cellular responses to external stimuli	RNA	Endogenous	01	0.907302471507627	0
HNF1A	HNF1A	All Probes;Regulation of beta-cell development	RNA	Endogenous	01	0.865659394947619	0
HOXA10	HOXA10	All Probes	RNA	Endogenous	01	0.884983259197096	0
HOXA11	HOXA11	All Probes	RNA	Endogenous	01	0.91188064354196	0
HPRT1	HPRT1	All Probes;Metabolism of nucleotides	RNA	Endogenous	01	0.781694021489597	0
HSD11B1	HSD11B1	All Probes;Metabolism of lipids	RNA	Endogenous	01	0.881267662769033	0
HSPA2	HSPA2	All Probes;Cell Cycle;Cellular responses to external stimuli	RNA	Endogenous	01	0.806775121251407	0
HSPB1	HSPB1	All Probes;Signaling by VEGF;Signaling by Nuclear Receptors;MAPK family signaling cascades;Metabolism of RNA	RNA	Endogenous	01	0.394046151248649	0
IBSP	IBSP	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.915527408830697	0
ICAM3	ICAM3	All Probes;C-type lectin receptors (CLRs);Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Extracellular matrix organization	RNA	Endogenous	01	0.752354661256165	0
ICAM4	ICAM4	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Extracellular matrix organization	RNA	Endogenous	01	0.740246276935036	0
ICAM5	ICAM5	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Extracellular matrix organization	RNA	Endogenous	01	0.517000097842005	0
ICOSLG	ICOSLG	All Probes;Costimulation by the CD28 family	RNA	Endogenous	01	0.902511095190915	0
ID2	ID2	All Probes	RNA	Endogenous	01	0.770060690521981	0
ID4	ID4	All Probes	RNA	Endogenous	01	0.868118990922756	0
IDH1	IDH1	All Probes;Metabolism of vitamins and cofactors;Neutrophil degranulation;Protein localization	RNA	Endogenous	01	0.612726299759357	0
IDH2	IDH2	All Probes;Organelle biogenesis and maintenance;The citric acid (TCA) cycle and respiratory electron transport	RNA	Endogenous	01	0.53884605841396	0
IER3	IER3	All Probes;Intracellular signaling by second messengers	RNA	Endogenous	01	0.46803023794855	0
IFI35	IFI35	All Probes;Interferon Signaling	RNA	Endogenous	01	0.645137687826297	0
IFI6	IFI6	All Probes;Interferon Signaling	RNA	Endogenous	01	0.434846156598818	0
IFIH1	IFIH1	All Probes;Post-translational protein modification;DDX58/IFIH1-mediated induction of interferon-alpha/beta	RNA	Endogenous	01	0.855642994069635	0
IFIT1	IFIT1	All Probes;Interferon Signaling	RNA	Endogenous	01	0.896482920232524	0
IFIT2	IFIT2	All Probes;Interferon Signaling	RNA	Endogenous	01	0.887942664853985	0
IFIT3	IFIT3	All Probes;Interferon Signaling	RNA	Endogenous	01	0.801170135677859	0
IFITM1	IFITM1	All Probes;Interferon Signaling;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.624741555178171	0
IFNAR1	IFNAR1	All Probes;Interferon Signaling	RNA	Endogenous	01	0.747206625367768	0
IFNAR2	IFNAR2	All Probes;Interferon Signaling	RNA	Endogenous	01	0.620110395321051	0
IFNB1	IFNB1	All Probes;Cellular responses to external stimuli;Interferon Signaling;Factors involved in megakaryocyte development and platelet production;DDX58/IFIH1-mediated induction of interferon-alpha/beta	RNA	Endogenous	01	0.919263395101552	0
IFNGR1	IFNGR1	All Probes;Interferon Signaling	RNA	Endogenous	01	0.855039338852457	0
IFNGR2	IFNGR2	All Probes;Interferon Signaling	RNA	Endogenous	01	0.579972998428097	0
IFNL1	IFNL1	All Probes;Other interleukin signaling;Interleukin-20 family signaling	RNA	Endogenous	01	0.923167281020259	0
IGF1R	IGF1R	All Probes;Signaling by Nuclear Receptors	RNA	Endogenous	01	0.86200406096658	0
IGF2R	IGF2R	All Probes;Neutrophil degranulation;Vesicle-mediated transport	RNA	Endogenous	01	0.880559095580609	0
IHH	IHH	All Probes;Diseases of signal transduction;Signaling by Hedgehog;Transcriptional regulation by RUNX2;GPCR ligand binding	RNA	Endogenous	01	0.907077236342962	0
IKBKB	IKBKB	All Probes;TCR signaling;Interleukin-17 signaling;C-type lectin receptors (CLRs);Fc epsilon receptor (FCERI) signaling;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Signaling by the B Cell Receptor (BCR);Death Receptor Signalling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades	RNA	Endogenous	01	0.361193872985989	0
IKBKE	IKBKE	All Probes;Post-translational protein modification;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Toll-like Receptor Cascades	RNA	Endogenous	01	0.862941782608218	0
IKBKG	IKBKG	All Probes;TCR signaling;Interleukin-17 signaling;C-type lectin receptors (CLRs);Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Signaling by the B Cell Receptor (BCR);Death Receptor Signalling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades	RNA	Endogenous	01	0.710116845807126	0
IL10	IL10	All Probes;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-12 family signaling	RNA	Endogenous	01	0.965843850305088	0
IL10RA	IL10RA	All Probes;Interleukin-10 signaling	RNA	Endogenous	01	0.729246402168553	0
IL11	IL11	All Probes;Interleukin-6 family signaling	RNA	Endogenous	01	0.90277384752188	0.333333333333333
IL11RA	IL11RA	All Probes;Interleukin-6 family signaling	RNA	Endogenous	01	0.881898021040302	0
IL12A	IL12A	All Probes;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-12 family signaling	RNA	Endogenous	01	0.928947647110241	0
IL12B	IL12B	All Probes;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-12 family signaling	RNA	Endogenous	01	0.930290869798165	0
IL13RA1	IL13RA1	All Probes;Interleukin-4 and Interleukin-13 signaling	RNA	Endogenous	01	0.635528171782876	0
IL13RA2	IL13RA2	All Probes;Interleukin-4 and Interleukin-13 signaling	RNA	Endogenous	01	0.748856678631893	0
IL15RA	IL15RA	All Probes;Interleukin-2 family signaling	RNA	Endogenous	01	0.878681168891337	0
IL16	IL16	All Probes;Other interleukin signaling	RNA	Endogenous	01	0.803142546160114	0
IL17A	IL17A	All Probes;Interleukin-17 signaling;Interleukin-4 and Interleukin-13 signaling	RNA	Endogenous	01	0.926751168557556	0
IL17B	IL17B	All Probes	RNA	Endogenous	01	0.915871272859348	0
IL17F	IL17F	All Probes;Interleukin-17 signaling;Interleukin-4 and Interleukin-13 signaling	RNA	Endogenous	01	0.930955578597016	0
IL17RA	IL17RA	All Probes;Interleukin-17 signaling	RNA	Endogenous	01	0.905087948029204	0
IL17RB	IL17RB	All Probes;Interleukin-17 signaling	RNA	Endogenous	01	0.738987360933934	0
IL18	IL18	All Probes;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-1 family signaling	RNA	Endogenous	01	0.895524744563219	0
IL18R1	IL18R1	All Probes;Interleukin-1 family signaling	RNA	Endogenous	01	0.779713634890749	0
IL18RAP	IL18RAP	All Probes;Interleukin-1 family signaling	RNA	Endogenous	01	0.920854751655641	0
IL19	IL19	All Probes;Interleukin-20 family signaling	RNA	Endogenous	01	0.935359177838826	0
IL1B	IL1B	All Probes;Interleukin-10 signaling;C-type lectin receptors (CLRs);Interleukin-4 and Interleukin-13 signaling;Interleukin-1 family signaling	RNA	Endogenous	01	0.906027846563053	0
IL1RAPL2	IL1RAPL2	All Probes;Neuronal System	RNA	Endogenous	01	0.93311727428733	0
IL1RL2	IL1RL2	All Probes;Interleukin-1 family signaling	RNA	Endogenous	01	0.905569249150166	0
IL2	IL2	All Probes;FLT3 Signaling;Interleukin-2 family signaling;MAPK family signaling cascades;Transcriptional regulation by RUNX1	RNA	Endogenous	01	0.932025467645086	0
IL20RA	IL20RA	All Probes;Interleukin-20 family signaling	RNA	Endogenous	01	0.745893595792784	0
IL20RB	IL20RB	All Probes;Interleukin-20 family signaling	RNA	Endogenous	01	0.921145185100279	0
IL21	IL21	All Probes;Interleukin-2 family signaling	RNA	Endogenous	01	0.933298900377103	0
IL21R	IL21R	All Probes;Interleukin-2 family signaling	RNA	Endogenous	01	0.804682299523621	0
IL22	IL22	All Probes;Interleukin-20 family signaling	RNA	Endogenous	01	0.932824212327351	0
IL22RA1	IL22RA1	All Probes;Interleukin-20 family signaling	RNA	Endogenous	01	0.89935236116627	0
IL23A	IL23A	All Probes;Interleukin-4 and Interleukin-13 signaling;Interleukin-12 family signaling	RNA	Endogenous	01	0.899664047806687	0
IL23R	IL23R	All Probes;Interleukin-4 and Interleukin-13 signaling;Interleukin-12 family signaling	RNA	Endogenous	01	0.920213920362443	0
IL24	IL24	All Probes;Interleukin-20 family signaling	RNA	Endogenous	01	0.918374547611394	0
IL25	IL25	All Probes;Interleukin-17 signaling	RNA	Endogenous	01	0.917193491008376	0
IL26	IL26	All Probes;Interleukin-20 family signaling	RNA	Endogenous	01	0.916905147545888	0
IL2RG	IL2RG	All Probes;FLT3 Signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-2 family signaling;MAPK family signaling cascades;Interleukin-7 signaling	RNA	Endogenous	01	0.647009195298237	0
IL3	IL3	All Probes;FLT3 Signaling;Interleukin-2 family signaling;MAPK family signaling cascades;Transcriptional regulation by RUNX1	RNA	Endogenous	01	0.934483040967281	0
IL33	IL33	All Probes;Intracellular signaling by second messengers;Post-translational protein modification;Interleukin-1 family signaling	RNA	Endogenous	01	0.776785602301474	0
IL3RA	IL3RA	All Probes;FLT3 Signaling;Interleukin-2 family signaling;MAPK family signaling cascades	RNA	Endogenous	01	0.917054610244226	0
IL4R	IL4R	All Probes;Interleukin-4 and Interleukin-13 signaling	RNA	Endogenous	01	0.696952603850641	0
IL5	IL5	All Probes;FLT3 Signaling;Interleukin-2 family signaling;MAPK family signaling cascades	RNA	Endogenous	01	0.938262555823495	0
IL5RA	IL5RA	All Probes;FLT3 Signaling;Interleukin-2 family signaling;MAPK family signaling cascades	RNA	Endogenous	01	0.865056193409468	0
IL6R	IL6R	All Probes;Interleukin-6 family signaling;Interleukin-4 and Interleukin-13 signaling;MAPK family signaling cascades;Transcriptional regulation of granulopoiesis	RNA	Endogenous	01	0.55221018357052	0
IL7	IL7	All Probes;Interleukin-7 signaling	RNA	Endogenous	01	0.854807554471378	0
IL9	IL9	All Probes;Interleukin-2 family signaling	RNA	Endogenous	01	0.916192425196511	0
ILF3	ILF3	All Probes	RNA	Endogenous	01	0.596810642496553	0
INHBA	INHBA	All Probes;Signaling by TGF-beta family members;Peptide hormone metabolism	RNA	Endogenous	01	0.724987781444686	0
INHBB	INHBB	All Probes;Signaling by TGF-beta family members;Peptide hormone metabolism	RNA	Endogenous	01	0.797566345320628	0
INPP5D	INPP5D	All Probes;TCR signaling;Interleukin-2 family signaling;Metabolism of lipids;Inositol phosphate metabolism;Cell surface interactions at the vascular wall	RNA	Endogenous	01	0.692740458561856	0
IRAK1	IRAK1	All Probes;Intracellular signaling by second messengers;Interleukin-17 signaling;Interleukin-1 family signaling;Death Receptor Signalling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades	RNA	Endogenous	01	0.813396215544736	0
IRAK2	IRAK2	All Probes;Interleukin-17 signaling;Interleukin-1 family signaling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades	RNA	Endogenous	01	0.915182400496715	0
IRAK3	IRAK3	All Probes;Interleukin-1 family signaling;Toll-like Receptor Cascades	RNA	Endogenous	01	0.838914150594448	0
IRAK4	IRAK4	All Probes;Intracellular signaling by second messengers;Interleukin-1 family signaling;Toll-like Receptor Cascades	RNA	Endogenous	01	0.884921197693325	0
IRF1	IRF1	All Probes;Interferon Signaling;Factors involved in megakaryocyte development and platelet production	RNA	Endogenous	01	0.856887222841056	0
IRF2	IRF2	All Probes;Interferon Signaling;Factors involved in megakaryocyte development and platelet production	RNA	Endogenous	01	0.827835757561349	0
IRF3	IRF3	All Probes;Interferon Signaling;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Toll-like Receptor Cascades	RNA	Endogenous	01	0.653784444363412	0
IRF9	IRF9	All Probes;Interferon Signaling	RNA	Endogenous	01	0.612520162586327	0
IRGM	IRGM	All Probes	RNA	Endogenous	01	0.927209742515744	0
IRS1	IRS1	All Probes;FLT3 Signaling;Intracellular signaling by second messengers;Diseases of signal transduction;MAPK family signaling cascades;Signaling by Leptin;Signaling by NTRKs;Growth hormone receptor signaling;Interleukin-7 signaling	RNA	Endogenous	01	0.922301579123878	0
ISG20	ISG20	All Probes;Interferon Signaling	RNA	Endogenous	01	0.844397424576026	0
ITCH	ITCH	All Probes;Signaling by ERBB4;Signaling by NOTCH;Signaling by Hedgehog;Transcriptional regulation by RUNX1;Class I MHC mediated antigen processing & presentation;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	RNA	Endogenous	01	0.640158171153574	0
ITGA1	ITGA1	All Probes;Muscle contraction;Axon guidance;Extracellular matrix organization	RNA	Endogenous	01	0.720260826004131	0
ITGA2B	ITGA2B	All Probes;FLT3 Signaling;Diseases of signal transduction;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Axon guidance;Platelet activation, signaling and aggregation;Extracellular matrix organization	RNA	Endogenous	01	0.874793118945529	0
ITGA3	ITGA3	All Probes;Cell surface interactions at the vascular wall;Extracellular matrix organization	RNA	Endogenous	01	0.380817809545586	0
ITGA5	ITGA5	All Probes;Transcriptional regulation by RUNX2;Cell surface interactions at the vascular wall;Axon guidance;Extracellular matrix organization	RNA	Endogenous	01	0.821804768611382	0
ITGA6	ITGA6	All Probes;Cell-Cell communication;Cell surface interactions at the vascular wall;Extracellular matrix organization	RNA	Endogenous	01	0.601030204444418	0
ITGA7	ITGA7	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.911945746755532	0
ITGA8	ITGA8	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.775311591433775	0
ITGA9	ITGA9	All Probes;Axon guidance;Extracellular matrix organization	RNA	Endogenous	01	0.77655426033066	0
ITGAE	ITGAE	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.915340947457912	0
ITGAM	ITGAM	All Probes;Neutrophil degranulation;Interleukin-4 and Interleukin-13 signaling;Cell surface interactions at the vascular wall;Toll-like Receptor Cascades;Extracellular matrix organization	RNA	Endogenous	01	0.675481834612791	0.1
ITGAV	ITGAV	All Probes;Signaling by VEGF;Neutrophil degranulation;Class I MHC mediated antigen processing & presentation;Cell surface interactions at the vascular wall;Axon guidance;Extracellular matrix organization	RNA	Endogenous	01	0.519822270163758	0
ITGAX	ITGAX	All Probes;Neutrophil degranulation;Interleukin-4 and Interleukin-13 signaling;Cell surface interactions at the vascular wall;Extracellular matrix organization	RNA	Endogenous	01	0.627832251790469	0
ITGB1	ITGB1	All Probes;Signaling by Rho GTPases;Cell-Cell communication;Interleukin-4 and Interleukin-13 signaling;Cell surface interactions at the vascular wall;Axon guidance;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Extracellular matrix organization	RNA	Endogenous	01	0.904639157572215	0
ITGB2	ITGB2	All Probes;Neutrophil degranulation;Interleukin-4 and Interleukin-13 signaling;Cell surface interactions at the vascular wall;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Toll-like Receptor Cascades;Extracellular matrix organization	RNA	Endogenous	01	0.605319398623268	0
ITGB4	ITGB4	All Probes;Cell-Cell communication;Extracellular matrix organization	RNA	Endogenous	01	0.472467696273265	0
ITGB6	ITGB6	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.215176132179788	0
ITGB7	ITGB7	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Extracellular matrix organization	RNA	Endogenous	01	0.833201562882513	0
ITGB8	ITGB8	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.29968385278818	0
JAG1	JAG1	All Probes;Signaling by NOTCH;Diseases of signal transduction	RNA	Endogenous	01	0.889712810041329	0
JAG2	JAG2	All Probes;Signaling by NOTCH;Diseases of signal transduction	RNA	Endogenous	01	0.888978840421522	0
JAK1	JAK1	All Probes;Interleukin-6 family signaling;FLT3 Signaling;Interleukin-10 signaling;Other interleukin signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-2 family signaling;Interferon Signaling;MAPK family signaling cascades;Interleukin-20 family signaling;Interleukin-12 family signaling;Interleukin-7 signaling	RNA	Endogenous	01	0.802856063589723	0
JAK2	JAK2	All Probes;Interleukin-6 family signaling;FLT3 Signaling;Cell Cycle;Chromatin modifying enzymes;Diseases of signal transduction;Interleukin-4 and Interleukin-13 signaling;Interleukin-2 family signaling;Interferon Signaling;MAPK family signaling cascades;Factors involved in megakaryocyte development and platelet production;Interleukin-20 family signaling;Signaling by Erythropoietin;Signaling by Leptin;Interleukin-12 family signaling;Growth hormone receptor signaling	RNA	Endogenous	01	0.831064450242107	0
JAK3	JAK3	All Probes;FLT3 Signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-2 family signaling;MAPK family signaling cascades;Interleukin-20 family signaling;Interleukin-7 signaling	RNA	Endogenous	01	0.687081766327463	0
JAM3	JAM3	All Probes;Cell surface interactions at the vascular wall;Extracellular matrix organization	RNA	Endogenous	01	0.841407345633777	0
JUN	JUN	All Probes;Intracellular signaling by second messengers;Interleukin-17 signaling;Cellular responses to external stimuli;Signaling by NOTCH;Transcriptional Regulation by TP53;Fc epsilon receptor (FCERI) signaling;Signaling by Nuclear Receptors;MAPK family signaling cascades;Toll-like Receptor Cascades	RNA	Endogenous	01	0.403479653475218	0
KAT2B	KAT2B	All Probes;Muscle contraction;Signaling by NOTCH;Chromatin modifying enzymes;Signaling by Nuclear Receptors;Post-translational protein modification;Diseases of signal transduction;Regulation of beta-cell development;Transcriptional regulation by RUNX1;Epigenetic regulation of gene expression;FOXO-mediated transcription	RNA	Endogenous	01	0.663453633315074	0
KDM5C	KDM5C	All Probes;Chromatin modifying enzymes	RNA	Endogenous	01	0.522687178663593	0
KDM6A	KDM6A	All Probes;Chromatin modifying enzymes	RNA	Endogenous	01	0.561383045572589	0
KIF2C	KIF2C	All Probes;Cell Cycle;Signaling by Rho GTPases;MHC class II antigen presentation;Factors involved in megakaryocyte development and platelet production;Vesicle-mediated transport	RNA	Endogenous	01	0.889013310551085	0
KITLG	KITLG	All Probes;FLT3 Signaling;Intracellular signaling by second messengers;Diseases of signal transduction;MAPK family signaling cascades	RNA	Endogenous	01	0.671003878028363	0
KLRG1	KLRG1	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.813981269174442	0
KMT2C	KMT2C	All Probes;Chromatin modifying enzymes;Transcriptional regulation by RUNX1	RNA	Endogenous	01	0.8084251904259	0
KMT2D	KMT2D	All Probes;Chromatin modifying enzymes;Signaling by WNT;Transcriptional regulation by RUNX1	RNA	Endogenous	01	0.649571228480116	0
KRAS	KRAS	All Probes;Signaling by ERBB4;FLT3 Signaling;Signaling by PDGF;Signaling by VEGF;C-type lectin receptors (CLRs);Fc epsilon receptor (FCERI) signaling;Signaling by Nuclear Receptors;Diseases of signal transduction;Signaling by WNT;MAPK family signaling cascades;DAP12 interactions;Signaling by Erythropoietin;Signaling by FGFR;Signaling by EGFR;Signaling by the B Cell Receptor (BCR);Signaling by PTK6;Cell surface interactions at the vascular wall;Neuronal System;Axon guidance;Signaling by NTRKs;GPCR downstream signalling	RNA	Endogenous	01	0.595225639031119	0
KRT1	KRT1	All Probes;Neutrophil degranulation;Formation of the cornified envelope	RNA	Endogenous	01	0.449157799874495	0
KRT10	KRT10	All Probes;Formation of the cornified envelope	RNA	Endogenous	01	0.694765557975917	0
KRT14	KRT14	All Probes;Cell-Cell communication;Formation of the cornified envelope	RNA	Endogenous	01	0.748226866046437	0
KRT17	KRT17	All Probes;Formation of the cornified envelope	RNA	Endogenous	01	0.644680729918131	0
KRT18	KRT18	All Probes;Formation of the cornified envelope	RNA	Endogenous	01	0.196805898162063	0
KRT19	KRT19	All Probes;Formation of the cornified envelope	RNA	Endogenous	01	0.190999456079448	0
KRT6A/B/C	KRT6A/B/C	All Probes	RNA	Endogenous	01	0.849895862543328	0
KRT7	KRT7	All Probes;Formation of the cornified envelope	RNA	Endogenous	01	0.265586909571203	0
LAMA1	LAMA1	All Probes;Axon guidance;Extracellular matrix organization	RNA	Endogenous	01	0.907436573575951	0
LAMA3	LAMA3	All Probes;Cell-Cell communication;Extracellular matrix organization	RNA	Endogenous	01	0.457479348226004	0
LAMA5	LAMA5	All Probes;Interleukin-4 and Interleukin-13 signaling;Extracellular matrix organization	RNA	Endogenous	01	0.607551962635072	0
LAMB4	LAMB4	All Probes	RNA	Endogenous	01	0.920283396698306	0
LAMC3	LAMC3	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.889384350467092	0
LAMP1	LAMP1	All Probes;Neutrophil degranulation	RNA	Endogenous	01	0.640477314373224	0
LAMP2	LAMP2	All Probes;Neutrophil degranulation;Autophagy;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.707816880190526	0
LAT	LAT	All Probes;TCR signaling;FLT3 Signaling;Fc epsilon receptor (FCERI) signaling;MAPK family signaling cascades;DAP12 interactions;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.842111182786104	0
LBP	LBP	All Probes;Interleukin-4 and Interleukin-13 signaling;Toll-like Receptor Cascades	RNA	Endogenous	01	0.917115598941362	0
LCK	LCK	All Probes;TCR signaling;Intracellular signaling by second messengers;Costimulation by the CD28 family;Diseases of signal transduction;Interleukin-2 family signaling;DAP12 interactions;Cell surface interactions at the vascular wall;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.721972503047269	0
LCN2	LCN2	All Probes;Neutrophil degranulation;Interleukin-4 and Interleukin-13 signaling;Antimicrobial peptides;Transport of small molecules	RNA	Endogenous	01	0.380226596154821	0
LCP1	LCP1	All Probes;Interleukin-12 family signaling	RNA	Endogenous	01	0.713567241672141	0
LDHA	LDHA	All Probes;The citric acid (TCA) cycle and respiratory electron transport	RNA	Endogenous	01	0.633568749772003	0
LDHB	LDHB	All Probes;The citric acid (TCA) cycle and respiratory electron transport	RNA	Endogenous	01	0.42150512347632	0
LEFTY1	LEFTY1	All Probes;Signaling by NODAL	RNA	Endogenous	01	0.92488675252389	0
LEFTY2	LEFTY2	All Probes;Signaling by NODAL;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.926909242351414	0
LEP	LEP	All Probes;Transcriptional regulation of white adipocyte differentiation;Signaling by Leptin;Peptide hormone metabolism	RNA	Endogenous	01	0.929291936278941	0
LEPR	LEPR	All Probes;Signaling by Leptin	RNA	Endogenous	01	0.870782681695893	0
LFNG	LFNG	All Probes;Signaling by NOTCH	RNA	Endogenous	01	0.789952063337675	0
LGALS3	LGALS3	All Probes;Neutrophil degranulation;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2	RNA	Endogenous	01	0.563874186263055	0
LIG4	LIG4	All Probes;DNA Repair	RNA	Endogenous	01	0.679370779688108	0
LILRB4	LILRB4	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.637719302097095	0
LOXL2	LOXL2	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.845463054856752	0
LRP1	LRP1	All Probes;Metabolism of vitamins and cofactors;Vesicle-mediated transport;GPCR downstream signalling	RNA	Endogenous	01	0.742852271310735	0
LRP2	LRP2	All Probes;Metabolism of vitamins and cofactors;Metabolism of lipids;Vesicle-mediated transport;GPCR downstream signalling	RNA	Endogenous	01	0.931948911662235	0
LTBP1	LTBP1	All Probes;Post-translational protein modification;Extracellular matrix organization	RNA	Endogenous	01	0.624350747460331	0
LTBR	LTBR	All Probes;TNFR2 non-canonical NF-kB pathway	RNA	Endogenous	01	0.499487496673189	0
LTF	LTF	All Probes;Neutrophil degranulation;Antimicrobial peptides;Amyloid fiber formation	RNA	Endogenous	01	0.415131670934571	0
LY6E	LY6E	All Probes;Post-translational protein modification	RNA	Endogenous	01	0.449782139395526	0
LY96	LY96	All Probes;Class I MHC mediated antigen processing & presentation;Programmed Cell Death;Toll-like Receptor Cascades	RNA	Endogenous	01	0.832009270497456	0
